"","Experiment","Condition","Pair","Block","TrialN","Animal","Number","Movement","Description","Participant","ParticipantID","Score","WordOrder","Marked"
"31037","Experiment2","100-33",91,"Training",63,1,1,1,"wooshla beeko dak","P1","91P1",NA,"VNP",TRUE
"31038","Experiment2","100-33",91,"Training",63,6,2,1,"wooshla fino yav","P2","91P2",NA,"VNP",TRUE
"31039","Experiment2","100-33",91,"Training",64,4,2,2,"boingla bugo yav","P1","91P1",NA,"VNP",TRUE
"31040","Experiment2","100-33",91,"Training",64,4,2,1,"wooshla bugo yav","P2","91P2",NA,"VNP",TRUE
"31041","Experiment2","100-33",91,"Training",65,2,2,2,"boingla trunko yav","P1","91P1",NA,"VNP",TRUE
"31042","Experiment2","100-33",91,"Training",65,1,1,2,"boingla beeko","P2","91P2",NA,"VN",FALSE
"31043","Experiment2","100-33",91,"Training",66,1,1,2,"boingla beeko dak","P1","91P1",NA,"VNP",TRUE
"31044","Experiment2","100-33",91,"Training",66,5,1,2,"boingla oinko dak","P2","91P2",NA,"VNP",TRUE
"31045","Experiment2","100-33",91,"Training",67,1,2,1,"wooshla beeko yav","P1","91P1",NA,"VNP",TRUE
"31046","Experiment2","100-33",91,"Training",67,1,1,1,"wooshla beeko dak","P2","91P2",NA,"VNP",TRUE
"31047","Experiment2","100-33",91,"Training",68,4,1,1,"wooshla bugo dak","P1","91P1",NA,"VNP",TRUE
"31048","Experiment2","100-33",91,"Training",68,1,2,1,"wooshla beeko yav","P2","91P2",NA,"VNP",TRUE
"31049","Experiment2","100-33",91,"Training",69,3,1,1,"wooshla hoppo dak","P1","91P1",NA,"VNP",TRUE
"31050","Experiment2","100-33",91,"Training",69,3,2,1,"wooshla hoppo yav","P2","91P2",NA,"VNP",TRUE
"31051","Experiment2","100-33",91,"Training",70,3,2,2,"boingla hoppo yav","P1","91P1",NA,"VNP",TRUE
"31052","Experiment2","100-33",91,"Training",70,5,2,2,"boingla oinko yav","P2","91P2",NA,"VNP",TRUE
"31053","Experiment2","100-33",91,"Training",71,6,1,1,"wooshla fino dak","P1","91P1",NA,"VNP",TRUE
"31054","Experiment2","100-33",91,"Training",71,3,1,2,"boingla hoppo","P2","91P2",NA,"VN",FALSE
"31055","Experiment2","100-33",91,"Training",72,5,1,1,"wooshla oinko dak","P1","91P1",NA,"VNP",TRUE
"31056","Experiment2","100-33",91,"Training",72,2,2,1,"wooshla trunko yav","P2","91P2",NA,"VNP",TRUE
"31057","Experiment2","100-33",91,"Training",73,1,1,1,"wooshla beeko dak","P1","91P1",NA,"VNP",TRUE
"31058","Experiment2","100-33",91,"Training",73,3,1,1,"wooshla hoppo","P2","91P2",NA,"VN",FALSE
"31059","Experiment2","100-33",91,"Training",74,6,2,2,"boingla fino yav","P1","91P1",NA,"VNP",TRUE
"31060","Experiment2","100-33",91,"Training",74,2,1,1,"wooshla trunko","P2","91P2",NA,"VN",FALSE
"31061","Experiment2","100-33",91,"Training",75,3,1,2,"boingla hoppo dak","P1","91P1",NA,"VNP",TRUE
"31062","Experiment2","100-33",91,"Training",75,3,2,2,"boingla hoppo yav","P2","91P2",NA,"VNP",TRUE
"31063","Experiment2","100-33",91,"Training",76,6,1,2,"boingla fino dak","P1","91P1",NA,"VNP",TRUE
"31064","Experiment2","100-33",91,"Training",76,1,2,2,"boingla beeko yav","P2","91P2",NA,"VNP",TRUE
"31065","Experiment2","100-33",91,"Training",77,1,2,1,"wooshla beeko yav","P1","91P1",NA,"VNP",TRUE
"31066","Experiment2","100-33",91,"Training",77,6,1,1,"wooshla fino","P2","91P2",NA,"VN",FALSE
"31067","Experiment2","100-33",91,"Training",78,6,2,1,"wooshla fino yav","P1","91P1",NA,"VNP",TRUE
"31068","Experiment2","100-33",91,"Training",78,2,2,2,"boingla trunko yav","P2","91P2",NA,"VNP",TRUE
"31069","Experiment2","100-33",91,"Training",79,5,1,1,"wooshla oinko dak","P1","91P1",NA,"VNP",TRUE
"31070","Experiment2","100-33",91,"Training",79,6,2,2,"boingla fino yav","P2","91P2",NA,"VNP",TRUE
"31071","Experiment2","100-33",91,"Training",80,1,2,2,"boingla beeko yav","P1","91P1",NA,"VNP",TRUE
"31072","Experiment2","100-33",91,"Training",80,6,2,1,"wooshla fino yav","P2","91P2",NA,"VNP",TRUE
"31073","Experiment2","100-33",91,"Training",81,3,1,1,"wooshla hoppo dak","P1","91P1",NA,"VNP",TRUE
"31074","Experiment2","100-33",91,"Training",81,4,2,1,"wooshla bugo yav","P2","91P2",NA,"VNP",TRUE
"31075","Experiment2","100-33",91,"Training",82,2,2,1,"wooshla trunko yav","P1","91P1",NA,"VNP",TRUE
"31076","Experiment2","100-33",91,"Training",82,6,1,2,"boingla fino","P2","91P2",NA,"VN",FALSE
"31077","Experiment2","100-33",91,"Training",83,2,1,1,"wooshla trunko dak","P1","91P1",NA,"VNP",TRUE
"31078","Experiment2","100-33",91,"Training",83,1,2,1,"wooshla beeko yav","P2","91P2",NA,"VNP",TRUE
"31079","Experiment2","100-33",91,"Training",84,5,2,2,"boingla oinko yav","P1","91P1",NA,"VNP",TRUE
"31080","Experiment2","100-33",91,"Training",84,2,2,1,"wooshla trunko yav","P2","91P2",NA,"VNP",TRUE
"31081","Experiment2","100-33",91,"Training",85,4,2,1,"wooshla bugo yav","P1","91P1",NA,"VNP",TRUE
"31082","Experiment2","100-33",91,"Training",85,5,1,1,"wooshla oinko dak","P2","91P2",NA,"VNP",TRUE
"31083","Experiment2","100-33",91,"Training",86,3,2,2,"boingla hoppo yav","P1","91P1",NA,"VNP",TRUE
"31084","Experiment2","100-33",91,"Training",86,4,1,2,"boingla bugo","P2","91P2",NA,"VN",FALSE
"31085","Experiment2","100-33",91,"Training",87,5,2,1,"wooshla oinko yav","P1","91P1",NA,"VNP",TRUE
"31086","Experiment2","100-33",91,"Training",87,1,1,1,"wooshla beeko","P2","91P2",NA,"VN",FALSE
"31087","Experiment2","100-33",91,"Training",88,2,2,2,"boingla trunko yav","P1","91P1",NA,"VNP",TRUE
"31088","Experiment2","100-33",91,"Training",88,4,1,1,"wooshla bugo dak","P2","91P2",NA,"VNP",TRUE
"31089","Experiment2","100-33",91,"Training",89,1,1,2,"boingla beeko dak","P1","91P1",NA,"VNP",TRUE
"31090","Experiment2","100-33",91,"Training",89,5,1,2,"boingla oinko","P2","91P2",NA,"VN",FALSE
"31091","Experiment2","100-33",91,"Training",90,5,1,2,"boingla oinko dak","P1","91P1",NA,"VNP",TRUE
"31092","Experiment2","100-33",91,"Training",90,1,1,2,"boingla beeko","P2","91P2",NA,"VN",FALSE
"31093","Experiment2","100-33",91,"Training",91,4,1,1,"wooshla bugo dak","P1","91P1",NA,"VNP",TRUE
"31094","Experiment2","100-33",91,"Training",91,3,2,1,"wooshla hoppo yav","P2","91P2",NA,"VNP",TRUE
"31095","Experiment2","100-33",91,"Training",92,3,2,1,"wooshla hoppo yav","P1","91P1",NA,"VNP",TRUE
"31096","Experiment2","100-33",91,"Training",92,5,2,1,"wooshla oinko yav","P2","91P2",NA,"VNP",TRUE
"31097","Experiment2","100-33",91,"Training",93,4,1,2,"boingla bugo dak","P1","91P1",NA,"VNP",TRUE
"31098","Experiment2","100-33",91,"Training",93,3,1,2,"boingla hoppo dak","P2","91P2",NA,"VNP",TRUE
"31099","Experiment2","100-33",91,"Training",94,4,2,2,"boingla bugo yav","P1","91P1",NA,"VNP",TRUE
"31100","Experiment2","100-33",91,"Training",94,2,1,2,"boingla trunko dak","P2","91P2",NA,"VNP",TRUE
"31101","Experiment2","100-33",91,"Training",95,2,1,2,"boingla trunko dak","P1","91P1",NA,"VNP",TRUE
"31102","Experiment2","100-33",91,"Training",95,5,2,2,"boingla oinko yav","P2","91P2",NA,"VNP",TRUE
"31103","Experiment2","100-33",91,"Training",96,6,1,1,"wooshla fino dak","P1","91P1",NA,"VNP",TRUE
"31104","Experiment2","100-33",91,"Training",96,4,2,2,"boingla bugo yav","P2","91P2",NA,"VNP",TRUE
"31105","Experiment2","100-33",91,"Training",97,2,1,1,"wooshla trunko dak","P1","91P1",NA,"VNP",TRUE
"31106","Experiment2","100-33",91,"Training",97,5,2,2,"boingla oinko yav","P2","91P2",NA,"VNP",TRUE
"31107","Experiment2","100-33",91,"Training",98,1,2,2,"boingla beeko yav","P1","91P1",NA,"VNP",TRUE
"31108","Experiment2","100-33",91,"Training",98,4,1,1,"wooshla bugo","P2","91P2",NA,"VN",FALSE
"31109","Experiment2","100-33",91,"Training",99,6,1,1,"wooshla fino dak","P1","91P1",NA,"VNP",TRUE
"31110","Experiment2","100-33",91,"Training",99,3,2,1,"wooshla hoppo yav","P2","91P2",NA,"VNP",TRUE
"31111","Experiment2","100-33",91,"Training",100,1,2,1,"wooshla beeko yav","P1","91P1",NA,"VNP",TRUE
"31112","Experiment2","100-33",91,"Training",100,6,1,2,"boingla fino dak","P2","91P2",NA,"VNP",TRUE
"31113","Experiment2","100-33",91,"Training",101,4,2,2,"boingla bugo yav","P1","91P1",NA,"VNP",TRUE
"31114","Experiment2","100-33",91,"Training",101,3,1,2,"boingla hoppo","P2","91P2",NA,"VN",FALSE
"31115","Experiment2","100-33",91,"Training",102,3,1,1,"wooshla hoppo dak","P1","91P1",NA,"VNP",TRUE
"31116","Experiment2","100-33",91,"Training",102,4,2,2,"boingla bugo yav","P2","91P2",NA,"VNP",TRUE
"31117","Experiment2","100-33",91,"Training",103,4,1,2,"boingla bugo dak","P1","91P1",NA,"VNP",TRUE
"31118","Experiment2","100-33",91,"Training",103,4,2,1,"wooshla bugo yav","P2","91P2",NA,"VNP",TRUE
"31119","Experiment2","100-33",91,"Training",104,6,1,2,"boingla fino dak","P1","91P1",NA,"VNP",TRUE
"31120","Experiment2","100-33",91,"Training",104,5,1,1,"wooshla oinko dak","P2","91P2",NA,"VNP",TRUE
"31121","Experiment2","100-33",91,"Training",105,5,1,1,"wooshla oinko dak","P1","91P1",NA,"VNP",TRUE
"31122","Experiment2","100-33",91,"Training",105,3,2,2,"boingla hoppo yav","P2","91P2",NA,"VNP",TRUE
"31123","Experiment2","100-33",91,"Training",106,5,2,1,"wooshla oinko yav","P1","91P1",NA,"VNP",TRUE
"31124","Experiment2","100-33",91,"Training",106,1,2,2,"boingla beeko yav","P2","91P2",NA,"VNP",TRUE
"31125","Experiment2","100-33",91,"Training",107,4,1,1,"wooshla bugo dak","P1","91P1",NA,"VNP",TRUE
"31126","Experiment2","100-33",91,"Training",107,1,2,1,"wooshla beeko yav","P2","91P2",NA,"VNP",TRUE
"31127","Experiment2","100-33",91,"Training",108,6,2,2,"boingla fino yav","P1","91P1",NA,"VNP",TRUE
"31128","Experiment2","100-33",91,"Training",108,1,1,2,"boingla beeko","P2","91P2",NA,"VN",FALSE
"31129","Experiment2","100-33",91,"Training",109,5,1,2,"boingla oinko dak","P1","91P1",NA,"VNP",TRUE
"31130","Experiment2","100-33",91,"Training",109,1,1,1,"wooshla beeko","P2","91P2",NA,"VN",FALSE
"31131","Experiment2","100-33",91,"Training",110,1,1,2,"boingla beeko dak","P1","91P1",NA,"VNP",TRUE
"31132","Experiment2","100-33",91,"Training",110,6,1,1,"wooshla fino dak","P2","91P2",NA,"VNP",TRUE
"31133","Experiment2","100-33",91,"Training",111,5,2,2,"boingla oinko yav","P1","91P1",NA,"VNP",TRUE
"31134","Experiment2","100-33",91,"Training",111,2,1,2,"boingla trunko","P2","91P2",NA,"VN",FALSE
"31135","Experiment2","100-33",91,"Training",112,1,1,1,"wooshla beeko dak","P1","91P1",NA,"VNP",TRUE
"31136","Experiment2","100-33",91,"Training",112,6,2,2,"boingla fino yav","P2","91P2",NA,"VNP",TRUE
"31137","Experiment2","100-33",91,"Training",113,3,2,2,"boingla hoppo yav","P1","91P1",NA,"VNP",TRUE
"31138","Experiment2","100-33",91,"Training",113,2,1,1,"wooshla trunko","P2","91P2",NA,"VN",FALSE
"31139","Experiment2","100-33",91,"Training",114,2,2,1,"wooshla trunko yav","P1","91P1",NA,"VNP",TRUE
"31140","Experiment2","100-33",91,"Training",114,4,1,2,"boingla bugo","P2","91P2",NA,"VN",FALSE
"31141","Experiment2","100-33",91,"Training",115,2,2,2,"boingla trunko yav","P1","91P1",NA,"VNP",TRUE
"31142","Experiment2","100-33",91,"Training",115,6,2,1,"wooshla fino yav","P2","91P2",NA,"VNP",TRUE
"31143","Experiment2","100-33",91,"Training",116,4,2,1,"wooshla bugo yav","P1","91P1",NA,"VNP",TRUE
"31144","Experiment2","100-33",91,"Training",116,2,2,2,"boingla trunko yav","P2","91P2",NA,"VNP",TRUE
"31145","Experiment2","100-33",91,"Training",117,3,1,2,"boingla hoppo dak","P1","91P1",NA,"VNP",TRUE
"31146","Experiment2","100-33",91,"Training",117,5,2,1,"wooshla oinko yav","P2","91P2",NA,"VNP",TRUE
"31147","Experiment2","100-33",91,"Training",118,6,2,1,"wooshla fino yav","P1","91P1",NA,"VNP",TRUE
"31148","Experiment2","100-33",91,"Training",118,3,1,1,"wooshla hoppo","P2","91P2",NA,"VN",FALSE
"31149","Experiment2","100-33",91,"Training",119,3,2,1,"wooshla hoppo yav","P1","91P1",NA,"VNP",TRUE
"31150","Experiment2","100-33",91,"Training",119,5,1,2,"boingla oinko dak","P2","91P2",NA,"VNP",TRUE
"31151","Experiment2","100-33",91,"Training",120,2,1,2,"boingla trunko dak","P1","91P1",NA,"VNP",TRUE
"31152","Experiment2","100-33",91,"Training",120,2,2,1,"wooshla trunko yav","P2","91P2",NA,"VNP",TRUE
"31153","Experiment2","100-33",91,"Training",121,6,1,1,"wooshla fino dak","P1","91P1",NA,"VNP",TRUE
"31154","Experiment2","100-33",91,"Training",121,3,2,1,"wooshla hoppo yav","P2","91P2",NA,"VNP",TRUE
"31155","Experiment2","100-33",91,"Training",122,1,1,1,"wooshla beeko dak","P1","91P1",NA,"VNP",TRUE
"31156","Experiment2","100-33",91,"Training",122,6,1,2,"boingla fino dak","P2","91P2",NA,"VNP",TRUE
"31157","Experiment2","100-33",91,"Training",123,3,2,1,"wooshla hoppo yav","P1","91P1",NA,"VNP",TRUE
"31158","Experiment2","100-33",91,"Training",123,4,2,1,"wooshla bugo yav","P2","91P2",NA,"VNP",TRUE
"31159","Experiment2","100-33",91,"Training",124,6,1,2,"boingla fino dak","P1","91P1",NA,"VNP",TRUE
"31160","Experiment2","100-33",91,"Training",124,5,2,1,"wooshla oinko yav","P2","91P2",NA,"VNP",TRUE
"31161","Experiment2","100-33",91,"Training",125,5,1,1,"wooshla oinko dak","P1","91P1",NA,"VNP",TRUE
"31162","Experiment2","100-33",91,"Training",125,6,1,1,"wooshla fino","P2","91P2",NA,"VN",FALSE
"31163","Experiment2","100-33",91,"Training",126,1,2,1,"wooshla beeko yav","P1","91P1",NA,"VNP",TRUE
"31164","Experiment2","100-33",91,"Training",126,4,2,2,"boingla bugo yav","P2","91P2",NA,"VNP",TRUE
"31165","Experiment2","100-33",91,"Training",127,4,2,1,"wooshla bugo yav","P1","91P1",NA,"VNP",TRUE
"31166","Experiment2","100-33",91,"Training",127,6,2,2,"boingla fino yav","P2","91P2",NA,"VNP",TRUE
"31167","Experiment2","100-33",91,"Training",128,5,2,1,"wooshla oinko yav","P1","91P1",NA,"VNP",TRUE
"31168","Experiment2","100-33",91,"Training",128,4,1,1,"wooshla bugo dak","P2","91P2",NA,"VNP",TRUE
"31169","Experiment2","100-33",91,"Training",129,1,1,2,"boingla beeko dak","P1","91P1",NA,"VNP",TRUE
"31170","Experiment2","100-33",91,"Training",129,3,2,2,"boingla hoppo yav","P2","91P2",NA,"VNP",TRUE
"31171","Experiment2","100-33",91,"Training",130,2,2,2,"boingla trunko yav","P1","91P1",NA,"VNP",TRUE
"31172","Experiment2","100-33",91,"Training",130,5,2,2,"boingla oinko yav","P2","91P2",NA,"VNP",TRUE
"31173","Experiment2","100-33",91,"Training",131,3,1,1,"wooshla hoppo dak","P1","91P1",NA,"VNP",TRUE
"31174","Experiment2","100-33",91,"Training",131,1,1,1,"wooshla beeko","P2","91P2",NA,"VN",FALSE
"31175","Experiment2","100-33",91,"Training",132,3,2,2,"boingla hoppo yav","P1","91P1",NA,"VNP",TRUE
"31176","Experiment2","100-33",91,"Training",132,2,2,1,"wooshla trunko yav","P2","91P2",NA,"VNP",TRUE
"31177","Experiment2","100-33",91,"Training",133,1,2,2,"boingla beeko yav","P1","91P1",NA,"VNP",TRUE
"31178","Experiment2","100-33",91,"Training",133,2,1,1,"wooshla trunko","P2","91P2",NA,"VN",FALSE
"31179","Experiment2","100-33",91,"Training",134,3,1,2,"boingla hoppo dak","P1","91P1",NA,"VNP",TRUE
"31180","Experiment2","100-33",91,"Training",134,3,1,1,"wooshla hoppo dak","P2","91P2",NA,"VNP",TRUE
"31181","Experiment2","100-33",91,"Training",135,4,2,2,"boingla bugo yav","P1","91P1",NA,"VNP",TRUE
"31182","Experiment2","100-33",91,"Training",135,4,1,2,"boingla bugo","P2","91P2",NA,"VN",FALSE
"31183","Experiment2","100-33",91,"Training",136,4,1,1,"wooshla bugo dak","P1","91P1",NA,"VNP",TRUE
"31184","Experiment2","100-33",91,"Training",136,5,1,2,"boingla oinko","P2","91P2",NA,"VN",FALSE
"31185","Experiment2","100-33",91,"Training",137,4,1,2,"boingla bugo dak","P1","91P1",NA,"VNP",TRUE
"31186","Experiment2","100-33",91,"Training",137,2,1,2,"boingla trunko","P2","91P2",NA,"VN",FALSE
"31187","Experiment2","100-33",91,"Training",138,2,1,2,"boingla trunko dak","P1","91P1",NA,"VNP",TRUE
"31188","Experiment2","100-33",91,"Training",138,5,1,1,"wooshla oinko","P2","91P2",NA,"VN",FALSE
"31189","Experiment2","100-33",91,"Training",139,6,2,1,"wooshla fino yav","P1","91P1",NA,"VNP",TRUE
"31190","Experiment2","100-33",91,"Training",139,1,2,2,"boingla beeko yav","P2","91P2",NA,"VNP",TRUE
"31191","Experiment2","100-33",91,"Training",140,2,1,1,"wooshla trunko dak","P1","91P1",NA,"VNP",TRUE
"31192","Experiment2","100-33",91,"Training",140,3,1,2,"boingla hoppo","P2","91P2",NA,"VN",FALSE
"31193","Experiment2","100-33",91,"Training",141,5,2,2,"boingla oinko yav","P1","91P1",NA,"VNP",TRUE
"31194","Experiment2","100-33",91,"Training",141,6,2,1,"wooshla fino yav","P2","91P2",NA,"VNP",TRUE
"31195","Experiment2","100-33",91,"Training",142,6,2,2,"boingla fino yav","P1","91P1",NA,"VNP",TRUE
"31196","Experiment2","100-33",91,"Training",142,2,2,2,"boingla trunko yav","P2","91P2",NA,"VNP",TRUE
"31197","Experiment2","100-33",91,"Training",143,5,1,2,"boingla oinko dak","P1","91P1",NA,"VNP",TRUE
"31198","Experiment2","100-33",91,"Training",143,1,2,1,"wooshla beeko yav","P2","91P2",NA,"VNP",TRUE
"31199","Experiment2","100-33",91,"Training",144,2,2,1,"wooshla trunko yav","P1","91P1",NA,"VNP",TRUE
"31200","Experiment2","100-33",91,"Training",144,1,1,2,"boingla beeko dak","P2","91P2",NA,"VNP",TRUE
"31201","Experiment2","100-33",91,"Recall 1",1,5,1,2,"boingla oinko dak","P1","91P1",NA,"VNP",TRUE
"31202","Experiment2","100-33",91,"Recall 1",1,1,2,1,"wooshla beeko yav","P2","91P2",NA,"VNP",TRUE
"31203","Experiment2","100-33",91,"Recall 1",2,3,1,2,"boingla hoppo dak","P1","91P1",NA,"VNP",TRUE
"31204","Experiment2","100-33",91,"Recall 1",2,2,2,1,"wooshla trunko yav","P2","91P2",NA,"VNP",TRUE
"31205","Experiment2","100-33",91,"Recall 1",3,1,1,1,"wooshla beeko dak","P1","91P1",NA,"VNP",TRUE
"31206","Experiment2","100-33",91,"Recall 1",3,1,1,1,"wooshla beeko","P2","91P2",NA,"VN",FALSE
"31207","Experiment2","100-33",91,"Recall 1",4,3,2,1,"wooshla hoppo yav","P1","91P1",NA,"VNP",TRUE
"31208","Experiment2","100-33",91,"Recall 1",4,6,1,1,"wooshla fino","P2","91P2",NA,"VN",FALSE
"31209","Experiment2","100-33",91,"Recall 1",5,2,2,1,"wooshla trunko yav","P1","91P1",NA,"VNP",TRUE
"31210","Experiment2","100-33",91,"Recall 1",5,2,1,2,"boingola trunko dak","P2","91P2",NA,"VNP",TRUE
"31211","Experiment2","100-33",91,"Recall 1",6,4,1,1,"wooshla bugo dak","P1","91P1",NA,"VNP",TRUE
"31212","Experiment2","100-33",91,"Recall 1",6,3,2,2,"boingola hoppo yav","P2","91P2",NA,"VNP",TRUE
"31213","Experiment2","100-33",91,"Recall 1",7,4,2,2,"boingla bugo yav","P1","91P1",NA,"VNP",TRUE
"31214","Experiment2","100-33",91,"Recall 1",7,2,1,1,"wooshla trunko","P2","91P2",NA,"VN",FALSE
"31215","Experiment2","100-33",91,"Recall 1",8,5,2,2,"boingla oinko yav","P1","91P1",NA,"VNP",TRUE
"31216","Experiment2","100-33",91,"Recall 1",8,3,2,1,"wooshla hoppo yav","P2","91P2",NA,"VNP",TRUE
"31217","Experiment2","100-33",91,"Recall 1",9,3,2,2,"boingla hoppo yav","P1","91P1",NA,"VNP",TRUE
"31218","Experiment2","100-33",91,"Recall 1",9,5,1,1,"wooshla oinko dak","P2","91P2",NA,"VNP",TRUE
"31219","Experiment2","100-33",91,"Recall 1",10,1,2,1,"wooshla beeko yav","P1","91P1",NA,"VNP",TRUE
"31220","Experiment2","100-33",91,"Recall 1",10,5,1,2,"boingola oinko","P2","91P2",NA,"VN",FALSE
"31221","Experiment2","100-33",91,"Recall 1",11,6,2,2,"boingla fino dak","P1","91P1",NA,"VNP",TRUE
"31222","Experiment2","100-33",91,"Recall 1",11,4,1,2,"boingola bugo","P2","91P2",NA,"VN",FALSE
"31223","Experiment2","100-33",91,"Recall 1",12,2,2,2,"boingla trunko yav","P1","91P1",NA,"VNP",TRUE
"31224","Experiment2","100-33",91,"Recall 1",12,4,2,2,"boingola bugo yav","P2","91P2",NA,"VNP",TRUE
"31225","Experiment2","100-33",91,"Recall 1",13,5,1,1,"wooshla oinko dak","P1","91P1",NA,"VNP",TRUE
"31226","Experiment2","100-33",91,"Recall 1",13,6,1,2,"boingola fino","P2","91P2",NA,"VN",FALSE
"31227","Experiment2","100-33",91,"Recall 1",14,6,1,1,"wooshla fino dak","P1","91P1",NA,"VNP",TRUE
"31228","Experiment2","100-33",91,"Recall 1",14,3,1,1,"wooshla hoppo","P2","91P2",NA,"VN",FALSE
"31229","Experiment2","100-33",91,"Recall 1",15,2,1,1,"wooshla trunko dak","P1","91P1",NA,"VNP",TRUE
"31230","Experiment2","100-33",91,"Recall 1",15,2,2,2,"boingola trunko yav","P2","91P2",NA,"VNP",TRUE
"31231","Experiment2","100-33",91,"Recall 1",16,3,1,1,"wooshla hoppo dak","P1","91P1",NA,"VNP",TRUE
"31232","Experiment2","100-33",91,"Recall 1",16,5,2,2,"boingola oinko yav","P2","91P2",NA,"VNP",TRUE
"31233","Experiment2","100-33",91,"Recall 1",17,5,2,1,"wooshla oinko yav","P1","91P1",NA,"VNP",TRUE
"31234","Experiment2","100-33",91,"Recall 1",17,4,1,1,"wooshla bugo","P2","91P2",NA,"VN",FALSE
"31235","Experiment2","100-33",91,"Recall 1",18,1,1,2,"boingla beeko dak","P1","91P1",NA,"VNP",TRUE
"31236","Experiment2","100-33",91,"Recall 1",18,6,2,2,"boingola fino yav","P2","91P2",NA,"VNP",TRUE
"31237","Experiment2","100-33",91,"Recall 1",19,4,2,1,"wooshla bugo yav","P1","91P1",NA,"VNP",TRUE
"31238","Experiment2","100-33",91,"Recall 1",19,1,1,2,"boingola beeko","P2","91P2",NA,"VN",FALSE
"31239","Experiment2","100-33",91,"Recall 1",20,4,1,2,"boingla bugo dak","P1","91P1",NA,"VNP",TRUE
"31240","Experiment2","100-33",91,"Recall 1",20,3,1,2,"boingola hoppo","P2","91P2",NA,"VN",FALSE
"31241","Experiment2","100-33",91,"Recall 1",21,6,1,2,"boingla fino dak","P1","91P1",NA,"VNP",TRUE
"31242","Experiment2","100-33",91,"Recall 1",21,5,2,1,"wooshla oinko yav","P2","91P2",NA,"VNP",TRUE
"31243","Experiment2","100-33",91,"Recall 1",22,1,2,2,"boingla beeko yav","P1","91P1",NA,"VNP",TRUE
"31244","Experiment2","100-33",91,"Recall 1",22,4,2,1,"wooshla bugo yav","P2","91P2",NA,"VNP",TRUE
"31245","Experiment2","100-33",91,"Recall 1",23,6,2,1,"wooshla fino yav","P1","91P1",NA,"VNP",TRUE
"31246","Experiment2","100-33",91,"Recall 1",23,6,2,1,"wooshla fino yav","P2","91P2",NA,"VNP",TRUE
"31247","Experiment2","100-33",91,"Recall 1",24,2,1,2,"boingla trunko dak","P1","91P1",NA,"VNP",TRUE
"31248","Experiment2","100-33",91,"Recall 1",24,1,2,2,"boingola beeko yav","P2","91P2",NA,"VNP",TRUE
"31249","Experiment2","100-33",91,"Recall 1",25,5,1,1,"wooshla oinko dak","P1","91P1",NA,"VNP",TRUE
"31250","Experiment2","100-33",91,"Recall 1",25,1,2,2,"boingola beeko yav","P2","91P2",NA,"VNP",TRUE
"31251","Experiment2","100-33",91,"Recall 1",26,3,1,1,"wooshla hoppo dak","P1","91P1",NA,"VNP",TRUE
"31252","Experiment2","100-33",91,"Recall 1",26,6,2,1,"wooshla fino yav","P2","91P2",NA,"VNP",TRUE
"31253","Experiment2","100-33",91,"Recall 1",27,6,2,2,"boingla fino yav","P1","91P1",NA,"VNP",TRUE
"31254","Experiment2","100-33",91,"Recall 1",27,1,1,2,"boingola beeko","P2","91P2",NA,"VN",FALSE
"31255","Experiment2","100-33",91,"Recall 1",28,2,2,2,"boingla trunko yav","P1","91P1",NA,"VNP",TRUE
"31256","Experiment2","100-33",91,"Recall 1",28,6,1,2,"boingola fino","P2","91P2",NA,"VN",FALSE
"31257","Experiment2","100-33",91,"Recall 1",29,3,1,2,"boingla hoppo dak","P1","91P1",NA,"VNP",TRUE
"31258","Experiment2","100-33",91,"Recall 1",29,3,1,1,"wooshla hoppo","P2","91P2",NA,"VN",FALSE
"31259","Experiment2","100-33",91,"Recall 1",30,1,2,1,"wooshla beeko yav","P1","91P1",NA,"VNP",TRUE
"31260","Experiment2","100-33",91,"Recall 1",30,2,2,2,"boingola trunko yav","P2","91P2",NA,"VNP",TRUE
"31261","Experiment2","100-33",91,"Recall 1",31,2,1,2,"boingla trunko dak","P1","91P1",NA,"VNP",TRUE
"31262","Experiment2","100-33",91,"Recall 1",31,2,2,1,"wooshla trunko yav","P2","91P2",NA,"VNP",TRUE
"31263","Experiment2","100-33",91,"Recall 1",32,4,2,1,"wooshla bugo yav","P1","91P1",NA,"VNP",TRUE
"31264","Experiment2","100-33",91,"Recall 1",32,2,1,2,"boingola trunko","P2","91P2",NA,"VN",FALSE
"31265","Experiment2","100-33",91,"Recall 1",33,5,2,1,"wooshla oinko yav","P1","91P1",NA,"VNP",TRUE
"31266","Experiment2","100-33",91,"Recall 1",33,2,1,1,"wooshla trunko","P2","91P2",NA,"VN",FALSE
"31267","Experiment2","100-33",91,"Recall 1",34,6,1,2,"boingla fino dak","P1","91P1",NA,"VNP",TRUE
"31268","Experiment2","100-33",91,"Recall 1",34,4,1,1,"wooshla bugo","P2","91P2",NA,"VN",FALSE
"31269","Experiment2","100-33",91,"Recall 1",35,5,1,2,"boingla oinko dak","P1","91P1",NA,"VNP",TRUE
"31270","Experiment2","100-33",91,"Recall 1",35,5,2,2,"boingola oinko yav","P2","91P2",NA,"VNP",TRUE
"31271","Experiment2","100-33",91,"Recall 1",36,1,1,2,"boingla beeko dak","P1","91P1",NA,"VNP",TRUE
"31272","Experiment2","100-33",91,"Recall 1",36,5,1,2,"boingola oinko","P2","91P2",NA,"VN",FALSE
