"","Experiment","Condition","Pair","Block","TrialN","Animal","Number","Movement","Description","Participant","ParticipantID","Score","WordOrder","Marked"
"49230","Experiment2","100-66",153,"Training",87,5,2,2,"boingla oinko wib","P2","153P2",NA,"VNP",TRUE
"49231","Experiment2","100-66",153,"Training",88,6,2,2,"boingla fino wib","P1","153P1",NA,"VNP",TRUE
"49232","Experiment2","100-66",153,"Training",88,3,2,1,"wooshla hoppo wib","P2","153P2",NA,"VNP",TRUE
"49233","Experiment2","100-66",153,"Training",89,5,1,2,"boingla oinko yav","P1","153P1",NA,"VNP",TRUE
"49234","Experiment2","100-66",153,"Training",89,1,2,1,"wooshla beeko wib","P2","153P2",NA,"VNP",TRUE
"49235","Experiment2","100-66",153,"Training",90,4,2,1,"wooshla bugo wib","P1","153P1",NA,"VNP",TRUE
"49236","Experiment2","100-66",153,"Training",90,4,1,2,"boingla bugo yav","P2","153P2",NA,"VNP",TRUE
"49237","Experiment2","100-66",153,"Training",91,5,2,1,"wooshla oinko wib","P1","153P1",NA,"VNP",TRUE
"49238","Experiment2","100-66",153,"Training",91,1,1,2,"boingla beeko yav","P2","153P2",NA,"VNP",TRUE
"49239","Experiment2","100-66",153,"Training",92,5,2,2,"boingla oinko wib","P1","153P1",NA,"VNP",TRUE
"49240","Experiment2","100-66",153,"Training",92,5,1,2,"boingla oinko","P2","153P2",NA,"VN",FALSE
"49241","Experiment2","100-66",153,"Training",93,3,1,2,"boingla hoppo yav","P1","153P1",NA,"VNP",TRUE
"49242","Experiment2","100-66",153,"Training",93,3,2,2,"boingla hoppo wib","P2","153P2",NA,"VNP",TRUE
"49243","Experiment2","100-66",153,"Training",94,4,1,2,"boingla bugo yav","P1","153P1",NA,"VNP",TRUE
"49244","Experiment2","100-66",153,"Training",94,5,2,1,"wooshla oinko wib","P2","153P2",NA,"VNP",TRUE
"49245","Experiment2","100-66",153,"Training",95,1,2,1,"wooshla beeko wib","P1","153P1",NA,"VNP",TRUE
"49246","Experiment2","100-66",153,"Training",95,1,1,1,"wooshla beeko","P2","153P2",NA,"VN",FALSE
"49247","Experiment2","100-66",153,"Training",96,6,1,2,"boingla fino yav","P1","153P1",NA,"VNP",TRUE
"49248","Experiment2","100-66",153,"Training",96,2,2,1,"wooshla trunko wib","P2","153P2",NA,"VNP",TRUE
"49249","Experiment2","100-66",153,"Training",97,3,1,2,"boingla hoppo yav","P1","153P1",NA,"VNP",TRUE
"49250","Experiment2","100-66",153,"Training",97,2,2,2,"boingla trunko wib","P2","153P2",NA,"VNP",TRUE
"49251","Experiment2","100-66",153,"Training",98,3,2,2,"boingla hoppo wib","P1","153P1",NA,"VNP",TRUE
"49252","Experiment2","100-66",153,"Training",98,4,1,2,"boingla bugo yav","P2","153P2",NA,"VNP",TRUE
"49253","Experiment2","100-66",153,"Training",99,3,2,1,"wooshla hoppo wib","P1","153P1",NA,"VNP",TRUE
"49254","Experiment2","100-66",153,"Training",99,4,1,1,"wooshla bugo yav","P2","153P2",NA,"VNP",TRUE
"49255","Experiment2","100-66",153,"Training",100,6,1,2,"boingla fino yav","P1","153P1",NA,"VNP",TRUE
"49256","Experiment2","100-66",153,"Training",100,3,2,2,"boingla hoppo wib","P2","153P2",NA,"VNP",TRUE
"49257","Experiment2","100-66",153,"Training",101,1,2,2,"boingla beeko wib","P1","153P1",NA,"VNP",TRUE
"49258","Experiment2","100-66",153,"Training",101,6,2,2,"boingla fino wib","P2","153P2",NA,"VNP",TRUE
"49259","Experiment2","100-66",153,"Training",102,5,2,2,"boingla oinko wib","P1","153P1",NA,"VNP",TRUE
"49260","Experiment2","100-66",153,"Training",102,2,1,2,"boingla trunko","P2","153P2",NA,"VN",FALSE
"49261","Experiment2","100-66",153,"Training",103,1,1,2,"boingla beeko yav","P1","153P1",NA,"VNP",TRUE
"49262","Experiment2","100-66",153,"Training",103,6,1,2,"boingla fino","P2","153P2",NA,"VN",FALSE
"49263","Experiment2","100-66",153,"Training",104,6,2,2,"boingla fino wib","P1","153P1",NA,"VNP",TRUE
"49264","Experiment2","100-66",153,"Training",104,3,1,2,"boingla hoppo yav","P2","153P2",NA,"VNP",TRUE
"49265","Experiment2","100-66",153,"Training",105,6,1,1,"wooshla fino yav","P1","153P1",NA,"VNP",TRUE
"49266","Experiment2","100-66",153,"Training",105,4,2,1,"wooshla bugo wib","P2","153P2",NA,"VNP",TRUE
"49267","Experiment2","100-66",153,"Training",106,2,1,1,"wooshla trunko yav","P1","153P1",NA,"VNP",TRUE
"49268","Experiment2","100-66",153,"Training",106,1,2,1,"wooshla beeko wib","P2","153P2",NA,"VNP",TRUE
"49269","Experiment2","100-66",153,"Training",107,2,2,2,"boingla trunko wib","P1","153P1",NA,"VNP",TRUE
"49270","Experiment2","100-66",153,"Training",107,5,1,2,"boingla oinko yav","P2","153P2",NA,"VNP",TRUE
"49271","Experiment2","100-66",153,"Training",108,4,2,2,"boingla bugo wib","P1","153P1",NA,"VNP",TRUE
"49272","Experiment2","100-66",153,"Training",108,4,2,2,"boingla bugo wib","P2","153P2",NA,"VNP",TRUE
"49273","Experiment2","100-66",153,"Training",109,5,2,1,"wooshla oinko wib","P1","153P1",NA,"VNP",TRUE
"49274","Experiment2","100-66",153,"Training",109,2,1,1,"wooshla trunko yav","P2","153P2",NA,"VNP",TRUE
"49275","Experiment2","100-66",153,"Training",110,1,2,1,"wooshla beeko wib","P1","153P1",NA,"VNP",TRUE
"49276","Experiment2","100-66",153,"Training",110,3,1,1,"wooshla hoppo","P2","153P2",NA,"VN",FALSE
"49277","Experiment2","100-66",153,"Training",111,2,1,2,"boingla trunko yav","P1","153P1",NA,"VNP",TRUE
"49278","Experiment2","100-66",153,"Training",111,3,2,1,"wooshla hoppo wib","P2","153P2",NA,"VNP",TRUE
"49279","Experiment2","100-66",153,"Training",112,6,2,1,"wooshla fino wib","P1","153P1",NA,"VNP",TRUE
"49280","Experiment2","100-66",153,"Training",112,2,2,1,"wooshla trunko wib","P2","153P2",NA,"VNP",TRUE
"49281","Experiment2","100-66",153,"Training",113,2,2,1,"wooshla trunko wib","P1","153P1",NA,"VNP",TRUE
"49282","Experiment2","100-66",153,"Training",113,6,1,1,"wooshla fino yav","P2","153P2",NA,"VNP",TRUE
"49283","Experiment2","100-66",153,"Training",114,5,1,1,"wooshla oinko yav","P1","153P1",NA,"VNP",TRUE
"49284","Experiment2","100-66",153,"Training",114,1,2,2,"boingla beeko wib","P2","153P2",NA,"VNP",TRUE
"49285","Experiment2","100-66",153,"Training",115,4,1,1,"wooshla bugo yav","P1","153P1",NA,"VNP",TRUE
"49286","Experiment2","100-66",153,"Training",115,5,2,1,"wooshla oinko wib","P2","153P2",NA,"VNP",TRUE
"49287","Experiment2","100-66",153,"Training",116,5,1,2,"boingla oinko yav","P1","153P1",NA,"VNP",TRUE
"49288","Experiment2","100-66",153,"Training",116,1,1,1,"wooshla beeko","P2","153P2",NA,"VN",FALSE
"49289","Experiment2","100-66",153,"Training",117,3,1,1,"wooshla hoppo yav","P1","153P1",NA,"VNP",TRUE
"49290","Experiment2","100-66",153,"Training",117,6,2,1,"wooshla fino wib","P2","153P2",NA,"VNP",TRUE
"49291","Experiment2","100-66",153,"Training",118,1,1,1,"wooshla beeko yav","P1","153P1",NA,"VNP",TRUE
"49292","Experiment2","100-66",153,"Training",118,1,1,2,"boingla beeko yav","P2","153P2",NA,"VNP",TRUE
"49293","Experiment2","100-66",153,"Training",119,4,1,2,"boingla bugo yav","P1","153P1",NA,"VNP",TRUE
"49294","Experiment2","100-66",153,"Training",119,5,1,1,"wooshla oinko yav","P2","153P2",NA,"VNP",TRUE
"49295","Experiment2","100-66",153,"Training",120,4,2,1,"wooshla bugo wib","P1","153P1",NA,"VNP",TRUE
"49296","Experiment2","100-66",153,"Training",120,5,2,2,"boingla oinko wib","P2","153P2",NA,"VNP",TRUE
"49297","Experiment2","100-66",153,"Training",121,3,2,2,"boingla hoppo wib","P1","153P1",NA,"VNP",TRUE
"49298","Experiment2","100-66",153,"Training",121,1,2,2,"boingla beeko wib","P2","153P2",NA,"VNP",TRUE
"49299","Experiment2","100-66",153,"Training",122,6,1,2,"boingla fino yav","P1","153P1",NA,"VNP",TRUE
"49300","Experiment2","100-66",153,"Training",122,2,1,1,"wooshla trunko","P2","153P2",NA,"VN",FALSE
"49301","Experiment2","100-66",153,"Training",123,5,1,1,"wooshla oinko yav","P1","153P1",NA,"VNP",TRUE
"49302","Experiment2","100-66",153,"Training",123,1,2,1,"wooshla beeko wib","P2","153P2",NA,"VNP",TRUE
"49303","Experiment2","100-66",153,"Training",124,4,2,2,"boingla bugo wib","P1","153P1",NA,"VNP",TRUE
"49304","Experiment2","100-66",153,"Training",124,3,2,2,"boingla hoppo wib","P2","153P2",NA,"VNP",TRUE
"49305","Experiment2","100-66",153,"Training",125,1,1,2,"boingla beeko yav","P1","153P1",NA,"VNP",TRUE
"49306","Experiment2","100-66",153,"Training",125,4,1,2,"boingla bugo","P2","153P2",NA,"VN",FALSE
"49307","Experiment2","100-66",153,"Training",126,1,2,2,"boingla beeko wib","P1","153P1",NA,"VNP",TRUE
"49308","Experiment2","100-66",153,"Training",126,4,2,1,"wooshla bugo wib","P2","153P2",NA,"VNP",TRUE
"49309","Experiment2","100-66",153,"Training",127,6,1,1,"wooshla fino yav","P1","153P1",NA,"VNP",TRUE
"49310","Experiment2","100-66",153,"Training",127,3,1,1,"wooshla hoppo yav","P2","153P2",NA,"VNP",TRUE
"49311","Experiment2","100-66",153,"Training",128,3,1,1,"wooshla hoppo yav","P1","153P1",NA,"VNP",TRUE
"49312","Experiment2","100-66",153,"Training",128,6,2,2,"boingla fino wib","P2","153P2",NA,"VNP",TRUE
"49313","Experiment2","100-66",153,"Training",129,2,2,2,"boingla trunko wib","P1","153P1",NA,"VNP",TRUE
"49314","Experiment2","100-66",153,"Training",129,5,1,2,"boingla oinko","P2","153P2",NA,"VN",FALSE
"49315","Experiment2","100-66",153,"Training",130,2,1,1,"wooshla trunko yav","P1","153P1",NA,"VNP",TRUE
"49316","Experiment2","100-66",153,"Training",130,1,1,1,"wooshla beeko yav","P2","153P2",NA,"VNP",TRUE
"49317","Experiment2","100-66",153,"Training",131,1,2,1,"wooshla beeko wib","P1","153P1",NA,"VNP",TRUE
"49318","Experiment2","100-66",153,"Training",131,6,1,2,"boingla fino yav","P2","153P2",NA,"VNP",TRUE
"49319","Experiment2","100-66",153,"Training",132,4,1,1,"wooshla bugo yav","P1","153P1",NA,"VNP",TRUE
"49320","Experiment2","100-66",153,"Training",132,5,1,1,"wooshla oinko yav","P2","153P2",NA,"VNP",TRUE
"49321","Experiment2","100-66",153,"Training",133,6,2,1,"wooshla fino wib","P1","153P1",NA,"VNP",TRUE
"49322","Experiment2","100-66",153,"Training",133,4,2,2,"boingla bugo wib","P2","153P2",NA,"VNP",TRUE
"49323","Experiment2","100-66",153,"Training",134,6,2,2,"boingla fino wib","P1","153P1",NA,"VNP",TRUE
"49324","Experiment2","100-66",153,"Training",134,2,2,1,"wooshla trunko wib","P2","153P2",NA,"VNP",TRUE
"49325","Experiment2","100-66",153,"Training",135,2,2,1,"wooshla trunko wib","P1","153P1",NA,"VNP",TRUE
"49326","Experiment2","100-66",153,"Training",135,2,2,2,"boingla trunko wib","P2","153P2",NA,"VNP",TRUE
"49327","Experiment2","100-66",153,"Training",136,1,1,1,"wooshla beeko yav","P1","153P1",NA,"VNP",TRUE
"49328","Experiment2","100-66",153,"Training",136,5,2,2,"boingla oinko wib","P2","153P2",NA,"VNP",TRUE
"49329","Experiment2","100-66",153,"Training",137,2,1,2,"boingla trunko yav","P1","153P1",NA,"VNP",TRUE
"49330","Experiment2","100-66",153,"Training",137,1,1,2,"boingla beeko yav","P2","153P2",NA,"VNP",TRUE
"49331","Experiment2","100-66",153,"Training",138,4,1,2,"boingla bugo yav","P1","153P1",NA,"VNP",TRUE
"49332","Experiment2","100-66",153,"Training",138,6,1,1,"wooshla fino","P2","153P2",NA,"VN",FALSE
"49333","Experiment2","100-66",153,"Training",139,3,1,2,"boingla hoppo yav","P1","153P1",NA,"VNP",TRUE
"49334","Experiment2","100-66",153,"Training",139,2,1,2,"boingla trunko yav","P2","153P2",NA,"VNP",TRUE
"49335","Experiment2","100-66",153,"Training",140,5,2,2,"boingla oinko wib","P1","153P1",NA,"VNP",TRUE
"49336","Experiment2","100-66",153,"Training",140,5,2,1,"wooshla oinko wib","P2","153P2",NA,"VNP",TRUE
"49337","Experiment2","100-66",153,"Training",141,5,1,2,"boingla oinko yav","P1","153P1",NA,"VNP",TRUE
"49338","Experiment2","100-66",153,"Training",141,3,1,2,"boingla hoppo yav","P2","153P2",NA,"VNP",TRUE
"49339","Experiment2","100-66",153,"Training",142,4,2,1,"wooshla bugo wib","P1","153P1",NA,"VNP",TRUE
"49340","Experiment2","100-66",153,"Training",142,3,2,1,"wooshla hoppo wib","P2","153P2",NA,"VNP",TRUE
"49341","Experiment2","100-66",153,"Training",143,3,2,1,"wooshla hoppo wib","P1","153P1",NA,"VNP",TRUE
"49342","Experiment2","100-66",153,"Training",143,6,2,1,"wooshla fino wib","P2","153P2",NA,"VNP",TRUE
"49343","Experiment2","100-66",153,"Training",144,5,2,1,"wooshla oinko wib","P1","153P1",NA,"VNP",TRUE
"49344","Experiment2","100-66",153,"Training",144,4,1,1,"wooshla bugo yav","P2","153P2",NA,"VNP",TRUE
"49345","Experiment2","100-66",153,"Recall 1",1,1,2,2,"boingla beeko wib","P1","153P1",NA,"VNP",TRUE
"49346","Experiment2","100-66",153,"Recall 1",1,6,1,1,"wooshla fino yav","P2","153P2",NA,"VNP",TRUE
"49347","Experiment2","100-66",153,"Recall 1",2,6,1,2,"boingla fino yav","P1","153P1",NA,"VNP",TRUE
"49348","Experiment2","100-66",153,"Recall 1",2,2,1,2,"boingla trunko yav","P2","153P2",NA,"VNP",TRUE
"49349","Experiment2","100-66",153,"Recall 1",3,1,2,1,"wooshla beeko wib","P1","153P1",NA,"VNP",TRUE
"49350","Experiment2","100-66",153,"Recall 1",3,6,2,1,"wooshla fino wib","P2","153P2",NA,"VNP",TRUE
"49351","Experiment2","100-66",153,"Recall 1",4,2,2,1,"wooshla trunko wib","P1","153P1",NA,"VNP",TRUE
"49352","Experiment2","100-66",153,"Recall 1",4,5,2,1,"wooshla oinko wib","P2","153P2",NA,"VNP",TRUE
"49353","Experiment2","100-66",153,"Recall 1",5,4,1,1,"wooshla bugo yav","P1","153P1",NA,"VNP",TRUE
"49354","Experiment2","100-66",153,"Recall 1",5,3,2,2,"boingla hoppo wib","P2","153P2",NA,"VNP",TRUE
"49355","Experiment2","100-66",153,"Recall 1",6,5,1,2,"boingla oinko yav","P1","153P1",NA,"VNP",TRUE
"49356","Experiment2","100-66",153,"Recall 1",6,6,1,2,"boingla fino yav","P2","153P2",NA,"VNP",TRUE
"49357","Experiment2","100-66",153,"Recall 1",7,1,1,1,"wooshla beeko yav","P1","153P1",NA,"VNP",TRUE
"49358","Experiment2","100-66",153,"Recall 1",7,5,1,1,"wooshla oinko yav","P2","153P2",NA,"VNP",TRUE
"49359","Experiment2","100-66",153,"Recall 1",8,3,2,1,"wooshla hoppo wib","P1","153P1",NA,"VNP",TRUE
"49360","Experiment2","100-66",153,"Recall 1",8,1,1,1,"wooshla beeko","P2","153P2",NA,"VN",FALSE
"49361","Experiment2","100-66",153,"Recall 1",9,4,2,1,"wooshla bugo wib","P1","153P1",NA,"VNP",TRUE
"49362","Experiment2","100-66",153,"Recall 1",9,5,2,2,"boingla oinko wib","P2","153P2",NA,"VNP",TRUE
"49363","Experiment2","100-66",153,"Recall 1",10,1,1,2,"boingla beeko yav","P1","153P1",NA,"VNP",TRUE
"49364","Experiment2","100-66",153,"Recall 1",10,1,2,2,"boingla beeko wib","P2","153P2",NA,"VNP",TRUE
"49365","Experiment2","100-66",153,"Recall 1",11,5,1,1,"wooshla oinko yav","P1","153P1",NA,"VNP",TRUE
"49366","Experiment2","100-66",153,"Recall 1",11,3,1,2,"boingla hoppo yav","P2","153P2",NA,"VNP",TRUE
"49367","Experiment2","100-66",153,"Recall 1",12,6,1,1,"wooshla fino yav","P1","153P1",NA,"VNP",TRUE
"49368","Experiment2","100-66",153,"Recall 1",12,4,2,1,"wooshla bugo wib","P2","153P2",NA,"VNP",TRUE
"49369","Experiment2","100-66",153,"Recall 1",13,2,1,1,"wooshla trunko yav","P1","153P1",NA,"VNP",TRUE
"49370","Experiment2","100-66",153,"Recall 1",13,3,1,1,"wooshla hoppo yav","P2","153P2",NA,"VNP",TRUE
"49371","Experiment2","100-66",153,"Recall 1",14,2,2,2,"boingla trunko wib","P1","153P1",NA,"VNP",TRUE
"49372","Experiment2","100-66",153,"Recall 1",14,4,2,2,"boingla bugo wib","P2","153P2",NA,"VNP",TRUE
"49373","Experiment2","100-66",153,"Recall 1",15,4,2,2,"boingla bugo wib","P1","153P1",NA,"VNP",TRUE
"49374","Experiment2","100-66",153,"Recall 1",15,1,1,2,"boingla beeko yav","P2","153P2",NA,"VNP",TRUE
"49375","Experiment2","100-66",153,"Recall 1",16,5,2,1,"wooshla oinko wib","P1","153P1",NA,"VNP",TRUE
"49376","Experiment2","100-66",153,"Recall 1",16,2,1,1,"wooshla trunko yav","P2","153P2",NA,"VNP",TRUE
"49377","Experiment2","100-66",153,"Recall 1",17,3,1,2,"boingla hoppo yav","P1","153P1",NA,"VNP",TRUE
"49378","Experiment2","100-66",153,"Recall 1",17,4,1,1,"wooshla bugo yav","P2","153P2",NA,"VNP",TRUE
"49379","Experiment2","100-66",153,"Recall 1",18,6,2,2,"boingla fino wib","P1","153P1",NA,"VNP",TRUE
"49380","Experiment2","100-66",153,"Recall 1",18,3,2,1,"wooshla hoppo wib","P2","153P2",NA,"VNP",TRUE
"49381","Experiment2","100-66",153,"Recall 1",19,2,1,2,"boingla trunko yav","P1","153P1",NA,"VNP",TRUE
"49382","Experiment2","100-66",153,"Recall 1",19,5,1,2,"boingla oinko yav","P2","153P2",NA,"VNP",TRUE
"49383","Experiment2","100-66",153,"Recall 1",20,3,2,2,"boingla hoppo wib","P1","153P1",NA,"VNP",TRUE
"49384","Experiment2","100-66",153,"Recall 1",20,6,2,2,"boingla fino wib","P2","153P2",NA,"VNP",TRUE
"49385","Experiment2","100-66",153,"Recall 1",21,4,1,2,"boingla bugo yav","P1","153P1",NA,"VNP",TRUE
"49386","Experiment2","100-66",153,"Recall 1",21,2,2,2,"boingla trunko wib","P2","153P2",NA,"VNP",TRUE
"49387","Experiment2","100-66",153,"Recall 1",22,3,1,1,"wooshla hoppo yav","P1","153P1",NA,"VNP",TRUE
"49388","Experiment2","100-66",153,"Recall 1",22,4,1,2,"boingla bugo yav","P2","153P2",NA,"VNP",TRUE
"49389","Experiment2","100-66",153,"Recall 1",23,6,2,1,"wooshla fino wib","P1","153P1",NA,"VNP",TRUE
"49390","Experiment2","100-66",153,"Recall 1",23,2,2,1,"wooshla trunko wib","P2","153P2",NA,"VNP",TRUE
"49391","Experiment2","100-66",153,"Recall 1",24,5,2,2,"boingla oinko wib","P1","153P1",NA,"VNP",TRUE
"49392","Experiment2","100-66",153,"Recall 1",24,1,2,1,"wooshla beeko wib","P2","153P2",NA,"VNP",TRUE
"49393","Experiment2","100-66",153,"Recall 1",25,6,2,2,"boingla fino wib","P1","153P1",NA,"VNP",TRUE
"49394","Experiment2","100-66",153,"Recall 1",25,1,1,2,"boingla beeko yav","P2","153P2",NA,"VNP",TRUE
"49395","Experiment2","100-66",153,"Recall 1",26,6,2,1,"wooshla fino yav","P1","153P1",NA,"VNP",TRUE
"49396","Experiment2","100-66",153,"Recall 1",26,2,1,1,"wooshla trunko","P2","153P2",NA,"VN",FALSE
"49397","Experiment2","100-66",153,"Recall 1",27,3,2,2,"wooshla hoppo wib","P1","153P1",NA,"VNP",TRUE
"49398","Experiment2","100-66",153,"Recall 1",27,2,1,2,"boingla trunko","P2","153P2",NA,"VN",FALSE
"49399","Experiment2","100-66",153,"Recall 1",28,6,1,1,"wooshla fino yav","P1","153P1",NA,"VNP",TRUE
"49400","Experiment2","100-66",153,"Recall 1",28,5,1,1,"wooshla oinko yav","P2","153P2",NA,"VNP",TRUE
"49401","Experiment2","100-66",153,"Recall 1",29,2,1,2,"boingla trunko yav","P1","153P1",NA,"VNP",TRUE
"49402","Experiment2","100-66",153,"Recall 1",29,4,1,1,"wooshla bugo yav","P2","153P2",NA,"VNP",TRUE
"49403","Experiment2","100-66",153,"Recall 1",30,1,1,1,"wooshla beeko yav","P1","153P1",NA,"VNP",TRUE
"49404","Experiment2","100-66",153,"Recall 1",30,5,2,1,"wooshla oinko wib","P2","153P2",NA,"VNP",TRUE
"49405","Experiment2","100-66",153,"Recall 1",31,3,1,2,"boingla hoppoyav","P1","153P1",NA,"VN",FALSE
"49406","Experiment2","100-66",153,"Recall 1",31,2,2,2,"boingla trunko wib","P2","153P2",NA,"VNP",TRUE
"49407","Experiment2","100-66",153,"Recall 1",32,3,1,1,"wooshla hoppo yav","P1","153P1",NA,"VNP",TRUE
"49408","Experiment2","100-66",153,"Recall 1",32,3,2,2,"boingla hoppo wib","P2","153P2",NA,"VNP",TRUE
"49409","Experiment2","100-66",153,"Recall 1",33,5,1,2,"boingla oinko yav","P1","153P1",NA,"VNP",TRUE
"49410","Experiment2","100-66",153,"Recall 1",33,1,1,1,"wooshla beeko yav","P2","153P2",NA,"VNP",TRUE
"49411","Experiment2","100-66",153,"Recall 1",34,3,2,1,"wooshla hoppo wib","P1","153P1",NA,"VNP",TRUE
"49412","Experiment2","100-66",153,"Recall 1",34,6,1,2,"boingla fino yav","P2","153P2",NA,"VNP",TRUE
"49413","Experiment2","100-66",153,"Recall 1",35,5,1,1,"wooshla oinko yav","P1","153P1",NA,"VNP",TRUE
"49414","Experiment2","100-66",153,"Recall 1",35,6,2,1,"wooshla fino wib","P2","153P2",NA,"VNP",TRUE
"49415","Experiment2","100-66",153,"Recall 1",36,5,2,2,"boingla oinko  wib","P1","153P1",NA,"VNPP",NA
"49416","Experiment2","100-66",153,"Recall 1",36,3,2,1,"wooshla hoppo wib","P2","153P2",NA,"VNP",TRUE
"49417","Experiment2","100-66",153,"Recall 1",37,4,2,1,"wooshla bugo wib","P1","153P1",NA,"VNP",TRUE
"49418","Experiment2","100-66",153,"Recall 1",37,6,1,1,"wooshla fino yav","P2","153P2",NA,"VNP",TRUE
"49419","Experiment2","100-66",153,"Recall 1",38,1,1,2,"boingla beeko yav","P1","153P1",NA,"VNP",TRUE
"49420","Experiment2","100-66",153,"Recall 1",38,5,1,2,"boingla oinko yav","P2","153P2",NA,"VNP",TRUE
"49421","Experiment2","100-66",153,"Recall 1",39,2,2,1,"wooshla trunko wib","P1","153P1",NA,"VNP",TRUE
"49422","Experiment2","100-66",153,"Recall 1",39,4,2,2,"boingla bugo wib","P2","153P2",NA,"VNP",TRUE
"49423","Experiment2","100-66",153,"Recall 1",40,4,1,2,"boingla bugo yav","P1","153P1",NA,"VNP",TRUE
"49424","Experiment2","100-66",153,"Recall 1",40,2,2,1,"wooshla trunko wib","P2","153P2",NA,"VNP",TRUE
"49425","Experiment2","100-66",153,"Recall 1",41,6,1,2,"boingla fino yav","P1","153P1",NA,"VNP",TRUE
"49426","Experiment2","100-66",153,"Recall 1",41,5,2,2,"boingla oinko wib","P2","153P2",NA,"VNP",TRUE
"49427","Experiment2","100-66",153,"Recall 1",42,1,2,1,"wooshla beeko wib","P1","153P1",NA,"VNP",TRUE
"49428","Experiment2","100-66",153,"Recall 1",42,1,2,1,"wooshla beeko wib","P2","153P2",NA,"VNP",TRUE
"49429","Experiment2","100-66",153,"Recall 1",43,1,2,2,"boingla beeko wib","P1","153P1",NA,"VNP",TRUE
"49430","Experiment2","100-66",153,"Recall 1",43,6,2,2,"boingla fino wib","P2","153P2",NA,"VNP",TRUE
"49431","Experiment2","100-66",153,"Recall 1",44,4,2,2,"boingla bugo wib","P1","153P1",NA,"VNP",TRUE
"49432","Experiment2","100-66",153,"Recall 1",44,4,1,2,"boingla bugo","P2","153P2",NA,"VN",FALSE
"49433","Experiment2","100-66",153,"Recall 1",45,4,1,1,"wooshla bugo yav","P1","153P1",NA,"VNP",TRUE
"49434","Experiment2","100-66",153,"Recall 1",45,4,2,1,"boingla bugo wib","P2","153P2",NA,"VNP",TRUE
"49435","Experiment2","100-66",153,"Recall 1",46,5,2,1,"wooshla oinko wib","P1","153P1",NA,"VNP",TRUE
"49436","Experiment2","100-66",153,"Recall 1",46,1,2,2,"boingla beeko wib","P2","153P2",NA,"VNP",TRUE
"49437","Experiment2","100-66",153,"Recall 1",47,2,2,2,"boingla trunko wib","P1","153P1",NA,"VNP",TRUE
"49438","Experiment2","100-66",153,"Recall 1",47,3,1,1,"wooshla hoppo yav","P2","153P2",NA,"VNP",TRUE
"49439","Experiment2","100-66",153,"Recall 1",48,2,1,1,"wooshla trunko yav","P1","153P1",NA,"VNP",TRUE
"49440","Experiment2","100-66",153,"Recall 1",48,3,1,2,"boingla hoppo yav","P2","153P2",NA,"VNP",TRUE
"49441","Experiment2","100-66",153,"Recall 1",49,1,1,2,"boingla beeko yav","P1","153P1",NA,"VNP",TRUE
"49442","Experiment2","100-66",153,"Recall 1",49,4,2,1,"wooshla bugo wib","P2","153P2",NA,"VNP",TRUE
"49443","Experiment2","100-66",153,"Recall 1",50,6,1,1,"wooshla fino yav","P1","153P1",NA,"VNP",TRUE
"49444","Experiment2","100-66",153,"Recall 1",50,2,1,2,"boingla trunko yav","P2","153P2",NA,"VNP",TRUE
"49445","Experiment2","100-66",153,"Recall 1",51,3,1,2,"boingla hoppo yav","P1","153P1",NA,"VNP",TRUE
"49446","Experiment2","100-66",153,"Recall 1",51,3,1,1,"wooshla hoppo yav","P2","153P2",NA,"VNP",TRUE
"49447","Experiment2","100-66",153,"Recall 1",52,2,1,2,"boingla trunko yav","P1","153P1",NA,"VNP",TRUE
"49448","Experiment2","100-66",153,"Recall 1",52,2,2,1,"wooshla trunko wib","P2","153P2",NA,"VNP",TRUE
"49449","Experiment2","100-66",153,"Recall 1",53,6,2,1,"wooshla fino wib","P1","153P1",NA,"VNP",TRUE
"49450","Experiment2","100-66",153,"Recall 1",53,1,2,2,"boingla beeko wib","P2","153P2",NA,"VNP",TRUE
"49451","Experiment2","100-66",153,"Recall 1",54,5,2,2,"boingla oinko wib","P1","153P1",NA,"VNP",TRUE
"49452","Experiment2","100-66",153,"Recall 1",54,5,2,2,"boingla oinko wib","P2","153P2",NA,"VNP",TRUE
"49453","Experiment2","100-66",153,"Recall 1",55,3,2,2,"boingla hoppo wib","P1","153P1",NA,"VNP",TRUE
"49454","Experiment2","100-66",153,"Recall 1",55,6,1,2,"boingla fino yav","P2","153P2",NA,"VNP",TRUE
"49455","Experiment2","100-66",153,"Recall 1",56,3,1,1,"wooshla hoppo yav","P1","153P1",NA,"VNP",TRUE
"49456","Experiment2","100-66",153,"Recall 1",56,5,1,1,"wooshla oinko yav","P2","153P2",NA,"VNP",TRUE
"49457","Experiment2","100-66",153,"Recall 1",57,2,1,1,"wooshla trunko yav","P1","153P1",NA,"VNP",TRUE
"49458","Experiment2","100-66",153,"Recall 1",57,5,2,1,"wooshla oinko wib","P2","153P2",NA,"VNP",TRUE
"49459","Experiment2","100-66",153,"Recall 1",58,4,1,1,"wooshla bugo yav","P1","153P1",NA,"VNP",TRUE
"49460","Experiment2","100-66",153,"Recall 1",58,6,1,1,"woshla fino yav","P2","153P2",NA,"VNP",TRUE
"49461","Experiment2","100-66",153,"Recall 1",59,1,2,1,"wooshla beeko wib","P1","153P1",NA,"VNP",TRUE
